Location,Year,Gender,Position,Athlete,Nationality,Time,Place,Position[27][28],Position[29][28]
Tokyo,2014,Men,2,Tadese Tola,Ethiopia,2:05:57,,,
Tokyo,2014,Men,3,Sammy Kitwara,Kenya,2:06:30,,,
Tokyo,2014,Men,4,Michael Kipyego,Kenya,2:06:58,,,
Tokyo,2014,Men,5,Peter Kimeli Some,Kenya,2:07:05,,,
Tokyo,2014,Men,6,Geoffrey Kipsang,Kenya,2:07:37,,,
Tokyo,2014,Men,7,Deressa Chimsa,Ethiopia,2:07:40,,,
Tokyo,2014,Men,8,Kohei Matsumura,Japan,2:08:09,,,
Tokyo,2014,Men,9,Koji Kobayashi,Japan,2:08:51,,,
Tokyo,2014,Men,10,Abel Kirui,Kenya,2:09:04,,,
Tokyo,2014,Men,11,Hirokatsu Kurosaki,Japan,2:09:07,,,
Tokyo,2014,Men,12,Masanori Sakai,Japan,2:09:10,,,
Tokyo,2014,Women,1,Tirfi Tsegaye,Ethiopia,2:22:23,,,
Tokyo,2014,Women,2,Birhane Dibaba,Ethiopia,2:22:30,,,
Tokyo,2014,Women,3,Lucy Wangui Kabuu,Kenya,2:24:16,,,
Tokyo,2014,Women,4,Caroline Rotich,Kenya,2:24:35,,,
Tokyo,2014,Women,5,Janet Rono,Kenya,2:26:03,,,
Tokyo,2014,Women,6,Albina Mayorova,Russia,2:28:18,,,
Tokyo,2014,Women,7,Mai Ito,Japan,2:28:36,,,
Tokyo,2014,Women,8,Rika Shintaku,Japan,2:31:15,,,
Tokyo,2014,Women,9,Manami Kamitanida,Japan,2:31:34,,,
Tokyo,2014,Women,10,Hiroko Yoshitomi,Japan,2:32:38,,,
Tokyo,2014,Women,11,Azusa Nojiri,Japan,2:33:39,,,
Tokyo,2014,Women,12,Atsede Baysa,Ethiopia,2:35:03,,,
Berlin,2015,Men,1,Eliud Kipchoge,Kenya,2:04:00,,,
Berlin,2015,Men,2,Eliud Kiptanui,Kenya,2:05:21,,,
Berlin,2015,Men,3,Feyisa Lilesa,Ethiopia,2:06:57,,,
Berlin,2015,Men,4,Emmanuel Mutai,Kenya,2:07:46,,,
Berlin,2015,Men,5,Geoffrey Mutai,Kenya,2:09:29,,,
Berlin,2015,Men,6,Reid Coolsaet,Canada,2:10:28,,,
Berlin,2015,Men,7,Koen Naert,Belgium,2:10:31,,,
Berlin,2015,Men,8,Yared Shegumo,Poland,2:10:47,,,
Berlin,2015,Men,9,Koji Gokaya,Japan,2:10:58,,,
Berlin,2015,Men,10,Scott Overall,United Kingdom,2:11:24,,,
Berlin,2015,Women,1,Gladys Cherono,Kenya,2:19:25,,,
Berlin,2015,Women,2,Aberu Kebede,Ethiopia,2:20:48,,,
Berlin,2015,Women,3,Meseret Hailu,Ethiopia,2:24:33,,,
Berlin,2015,Women,4,Tadelech Bekele,Ethiopia,2:25:01,,,
Berlin,2015,Women,5,Andrea Deelstra,Netherlands,2:26:46,,,
Berlin,2015,Women,6,Maja Neuenschwander,Switzerland,2:26:49,,,
Berlin,2015,Women,7,Lisa Nemec,Croatia,2:27:57,,,
Berlin,2015,Women,8,Tomomi Tanaka,Japan,2:28:00,,,
Berlin,2015,Women,9,Sonia Samuels,United Kingdom,2:28:04,,,
Berlin,2015,Women,10,Fate Tola,Ethiopia,2:28:24,,,
Boston,2015,Men,1,Lelisa Desisa,Ethiopia,2:09:17,,,
Boston,2015,Men,2,Yemane Tsegay,Ethiopia,2:09:48,,,
Boston,2015,Men,3,Wilson Chebet,Kenya,2:10:22,,,
Boston,2015,Men,4,Bernard Kipyego,Kenya,2:10:47,4.0,,
Boston,2015,Men,5,Wesley Korir,Kenya,2:10:49,5.0,,
Boston,2015,Men,6,Frankline Chepkwony,Kenya,2:10:52,6.0,,
Boston,2015,Men,7,Dathan Ritzenhein,United States,2:11:20,7.0,,
Boston,2015,Men,8,Meb Keflezighi,United States,2:12:42,8.0,,
Boston,2015,Men,9,Tadese Tola,Ethiopia,2:13:35,9.0,,
Boston,2015,Men,10,Vitaliy Shafar,Ukraine,2:13:52,10.0,,
Boston,2015,Women,1,Caroline Rotich,Kenya,2:24:55,,,
Boston,2015,Women,2,Mare Dibaba,Ethiopia,2:24:59,,,
Boston,2015,Women,3,Bizunesh Deba,Ethiopia,2:25:09,,,
Boston,2015,Women,4,Desiree Linden,United States,2:25:39,4.0,,
Boston,2015,Women,5,Sharon Cherop,Kenya,2:26:05,5.0,,
Boston,2015,Women,6,Caroline Kilel,Kenya,2:26:40,6.0,,
Boston,2015,Women,7,Aberu Kebede,Ethiopia,2:26:52,7.0,,
Boston,2015,Women,8,Shure Demise,Ethiopia,2:27:14,8.0,,
Boston,2015,Women,9,Shalane Flanagan,United States,2:27:47,9.0,,
Boston,2015,Women,10,Joyce Chepkirui,Kenya,2:29:07,10.0,,
Chicago,2015,Men,1,Dickson Chumba,Kenya,2:09:25,,,
Chicago,2015,Men,2,Sammy Kitwara,Kenya,2:09:50,,,
Chicago,2015,Men,3,Sammy Ndungu,Kenya,2:10:06,,,
Chicago,2015,Men,4,Girmay Birhanu Gebru,Ethiopia,2:10:07,,,
Chicago,2015,Men,5,Luke Puskedra,United States,2:10:24,,,
Chicago,2015,Men,6,Wesley Korir,Kenya,2:10:39,,,
Chicago,2015,Men,7,Elkanah Kibet,United States,2:11:31,,,
Chicago,2015,Men,8,Lucas Rotich,Kenya,2:13:39,,,
Chicago,2015,Men,9,Abera Kuma,Ethiopia,2:13:44,,,
Chicago,2015,Men,10,Fernando Cabada,United States,2:15:36,,,
Chicago,2015,Women,1,Florence Kiplagat,Kenya,2:23:33,,,
Chicago,2015,Women,2,Yebrgual Melese,Ethiopia,2:23:43,,,
Chicago,2015,Women,3,Birhane Dibaba,Ethiopia,2:24:24,,,
Chicago,2015,Women,4,Kayoko Fukushi,Japan,2:24:25,,,
Chicago,2015,Women,5,Mulu Seboka,Ethiopia,2:24:40,,,
Chicago,2015,Women,6,Meskerem Assefa,Ethiopia,2:25:11,,,
Chicago,2015,Women,7,Deena Kastor,United States,2:27:47,,,
Chicago,2015,Women,8,Diane Nukuri,Burundi,2:29:13,,,
Chicago,2015,Women,9,Jessica Draskau-Petersson,Denmark,2:30:07,,,
Chicago,2015,Women,10,Sara Hall,United States,2:31:14,,,
London,2015,Men,1,Eliud Kipchoge,Kenya,2:04:42,,,
London,2015,Men,2,Wilson Kipsang Kiprotich,Kenya,2:04:47,,,
London,2015,Men,3,Dennis Kipruto Kimetto,Kenya,2:05:50,,,
London,2015,Men,4,Stanley Biwott,Kenya,2:06:41,,,
London,2015,Men,5,Tilahun Regassa,Ethiopia,2:07:16,,,
London,2015,Men,6,Sammy Kitwara,Kenya,2:07:43,,,
London,2015,Men,7,Javier Guerra,Spain,2:09:33,,,
London,2015,Men,8,Ghebrezgiabhier Kibrom,Eritrea,2:09:36,,,
London,2015,Men,9,Aleksey Reunkov,Russia,2:10:10,,,
London,2015,Men,10,Serhiy Lebid,Ukraine,2:10:21,,,
London,2015,Men,11,Emmanuel Kipchirchir Mutai,Kenya,2:10:54,,,
London,2015,Men,12,Michael Shelley,Australia,2:11:19,,,
London,2015,Men,13,Scott Overall,United Kingdom,2:13:13,,,
London,2015,Men,14,Anuradha Cooray,Sri Lanka,2:13:47,,,
London,2015,Men,15,Koen Raymaekers,Netherlands,2:14:25,,,
London,2015,Men,16,Hermano Ferreira,Portugal,2:15:53,,,
London,2015,Men,17,Matthew Hynes,United Kingdom,2:16:00,,,
London,2015,Men,18,Bekir Karayel,Turkey,2:16:06,,,
London,2015,Men,19,Christian Kreienbühl,Switzerland,2:17:00,,,
London,2015,Men,20,Aaron Scott,United Kingdom,2:20:49,,,
London,2015,Men,21,Geoffrey Mutai,Kenya,,,,
London,2015,Men,22,Tsegaye Mekonnen,Ethiopia,,,,
London,2015,Men,23,Samuel Tsegay,Eritrea,,,,
London,2015,Men,24,Wilfred Kipkosgei,Kenya,,,,
London,2015,Men,25,Edwin Kipyego,Kenya,,,,
London,2015,Men,26,Wilfred Kirwa Kigen,Kenya,,,,
London,2015,Men,27,Kadengoi Loitareng,Kenya,,,,
London,2015,Women,1,Tigist Tufa,Ethiopia,2:23:22,,,
London,2015,Women,2,Mary Jepkosgei Keitany,Kenya,2:23:40,,,
London,2015,Women,3,Tirfi Tsegaye,Ethiopia,2:23:41,,,
London,2015,Women,4,Aselefech Mergia,Ethiopia,2:23:53,,,
London,2015,Women,5,Florence Kiplagat,Kenya,2:24:15,,,
London,2015,Women,6,Jemima Sumgong,Kenya,2:24:23,,,
London,2015,Women,7,Priscah Jeptoo,Kenya,2:25:01,,,
London,2015,Women,8,Ana Dulce Félix,Portugal,2:25:15,,,
London,2015,Women,9,Volha Mazuronak,Belarus,2:25:36,,,
London,2015,Women,10,Edna Kiplagat,Kenya,2:27:16,,,
London,2015,Women,11,Iwona Lewandowska,Poland,2:27:47,,,
London,2015,Women,12,Diane Nukuri,Burundi,2:27:50,,,
London,2015,Women,13,Tatyana Petrova Arkhipova,Russia,2:28:42,,,
London,2015,Women,14,Alessandra Aguilar,Spain,2:29:45,,,
London,2015,Women,15,Sonia Samuels,United Kingdom,2:31:46,,,
London,2015,Women,16,Mary Davies,New Zealand,2:34:22,,,
London,2015,Women,17,Emma Stepto,United Kingdom,2:35:41,,,
London,2015,Women,18,Rebecca Robinson,United Kingdom,2:36:51,,,
London,2015,Women,19,Tetyana Hamera-Shmyrko,Ukraine,,,,
London,2015,Women,20,Rkia El Moukim,Morocco,,,,
London,2015,Women,21,Elvan Abeylegesse,Turkey,,,,
London,2015,Women,22,Rebecca Chesire,Kenya,,,,
London,2015,Women,23,Peres Jepchirchir,Kenya,,,,
London,2015,Women,24,Elizeba Cherono,Kenya,,,,
London,2015,Women,25,Susan Partridge,United Kingdom,,,,
New,2015,Men,1,Stanley Biwott,Kenya,2:10:34,,,
New,2015,Men,2,Geoffrey Kamworor,Kenya,2:10:48,,,
New,2015,Men,3,Lelisa Desisa,Ethiopia,2:12:10,,,
New,2015,Men,4,Wilson Kipsang Kiprotich,Kenya,2:12:45,,,
New,2015,Men,5,Yemane Tsegay,Ethiopia,2:13:24,,,
New,2015,Men,6,Yuki Kawauchi,Japan,2:13:29,,,
New,2015,Men,7,Meb Keflezighi,United States,2:13:32,,,
New,2015,Men,8,Craig Leon,United States,2:15:16,,,
New,2015,Men,9,Birhanu Dare,Ethiopia,2:15:40,,,
New,2015,Men,10,Kevin Chelimo,Kenya,2:15:49,,,
New,2015,Men,11,Andrea Lalli,Italy,2:17:12,,,
New,2015,Men,12,Juan Luis Barrios,Mexico,2:18:06,,,
New,2015,Men,13,Diriba Yigezu,Ethiopia,2:19:22,,,
New,2015,Men,14,Abebe Negash,Ethiopia,2:20:30,,,
New,2015,Men,15,Tim Chichester,United States,2:21:27,,,
New,2015,Men,16,Nicholas Arciniaga,United States,2:22:07,,,
New,2015,Men,17,Khalid En Guady,Morocco,2:23:13,,,
New,2015,Men,18,Carmine Buccilli,Italy,2:23:48,,,
New,2015,Men,19,Abu Diriba,Ethiopia,2:24:30,,,
New,2015,Men,20,Kojo Kyereme,United Kingdom,2:26:17,,,
New,2015,Men,21,Daniele Meucci,Italy,,,,
New,2015,Men,22,Li Zicheng,China,,,,
New,2015,Men,23,Harbert Okuti,Uganda,,,,
New,2015,Men,24,Gian-Paul Caccia,United States,,,,
New,2015,Women,1,Mary Jepkosgei Keitany,Kenya,2:24:25,,,
New,2015,Women,2,Aselefech Mergia,Ethiopia,2:25:32,,,
New,2015,Women,3,Tigist Tufa,Ethiopia,2:25:50,,,
New,2015,Women,4,Sara Moreira,Portugal,2:25:53,,,
New,2015,Women,5,Christelle Daunay,France,2:26:57,,,
New,2015,Women,6,Priscah Jeptoo,Kenya,2:27:03,,,
New,2015,Women,7,Laura Thweatt,United States,2:28:23,,,
New,2015,Women,8,Jeļena Prokopčuka,Latvia,2:28:46,,,
New,2015,Women,9,Anna Incerti,Italy,2:33:13,,,
New,2015,Women,10,Caroline Rotich,Kenya,2:33:19,,,
New,2015,Women,11,Rocío Cántara†,Peru,2:37:05,,,
New,2015,Women,12,Cassie Fien,Australia,2:38:53,,,
New,2015,Women,13,Teresa McWalters,United States,2:40:37,,,
New,2015,Women,14,Marisol Romero,Mexico,2:41:50,,,
New,2015,Women,15,Beverly Ramos,Puerto Rico,2:41:56,,,
New,2015,Women,16,Emma Nordling†,Sweden,2:43:29,,,
New,2015,Women,17,Ding Changqin,China,2:44:02,,,
New,2015,Women,18,Caroline Wöstmann,South Africa,2:44:26,,,
New,2015,Women,19,Hilary Corno,United States,2:45:53,,,
New,2015,Women,20,Roberta Groner†,United States,2:45:54,,,
New,2015,Women,21,Liza Howard†,Canada,2:49:07,,,
New,2015,Women,22,Mikaela Larson†,Sweden,2:49:12,,,
New,2015,Women,23,Clare Geraghty,Australia,2:49:19,,,
New,2015,Women,24,Bizunesh Deba,Ethiopia,,,,
New,2015,Women,25,Sally Kipyego,Kenya,,,,
New,2015,Women,26,Ana Dulce Félix,Portugal,,,,
New,2015,Women,27,Alana Hadley,United States,,,,
New,2015,Women,28,Jane Fardell,Australia,,,,
Tokyo,2015,Men,1,Endeshaw Negesse,Ethiopia,2:06:00,,,
Tokyo,2015,Men,2,Stephen Kiprotich,Uganda,2:06:33,,,
Tokyo,2015,Men,3,Dickson Chumba,Kenya,2:06:34,,,
Tokyo,2015,Men,4,Shumi Dechasa,Bahrain,2:07:20,,,
Tokyo,2015,Men,5,Peter Some,Kenya,2:07:22,,,
Tokyo,2015,Men,6,Markos Geneti,Ethiopia,2:07:25,,,
Tokyo,2015,Men,7,Masato Imai,Japan,2:07:39,,,
Tokyo,2015,Men,8,Tsegaye Kebede,Ethiopia,2:07:58,,,
Tokyo,2015,Men,9,Hiroaki Sano,Japan,2:09:12,,,
Tokyo,2015,Men,10,Benjamin Ngandu,Kenya,2:09:19,,,
Tokyo,2015,Men,11,Koji Gokaya,Japan,2:09:21,,,
Tokyo,2015,Men,12,Yared Asmerom,Eritrea,2:09:41,,,
Tokyo,2015,Women,1,Birhane Dibaba,Ethiopia,2:23:15,,,
Tokyo,2015,Women,2,Helah Kiprop,Kenya,2:24:03,,,
Tokyo,2015,Women,3,Tiki Gelana,Ethiopia,2:24:26,,,
Tokyo,2015,Women,4,Sally Chepyego Kaptich,Kenya,2:26:43,,,
Tokyo,2015,Women,5,Flomena Cheyech Daniel,Kenya,2:26:54,,,
Tokyo,2015,Women,6,Yeshi Esayias,Ethiopia,2:30:15,,,
Tokyo,2015,Women,7,Madoka Ogi,Japan,2:30:25,,,
Tokyo,2015,Women,8,Albina Mayorova,Russia,2:34:21,,,
Tokyo,2015,Women,9,Yukari Abe,Japan,2:34:43,,,
Tokyo,2015,Women,10,Yumiko Kinoshita,Japan,2:35:49,,,
Tokyo,2015,Women,11,Lauren Kleppin,United States,2:37:13,,,
Tokyo,2015,Women,12,Ayano Kondo,Japan,2:38:06,,,
Berlin,2016,Men,1,Kenenisa Bekele,Ethiopia,2:03:03,,,
Berlin,2016,Men,2,Wilson Kipsang,Kenya,2:03:13,,,
Berlin,2016,Men,3,Evans Chebet,Kenya,2:05:31,,,
Berlin,2016,Men,4,Sisay Lemma,Ethiopia,2:06:56,,,
Berlin,2016,Men,5,Eliud Kiptanui,Kenya,2:07:47,,,
Berlin,2016,Men,6,Geoffrey Ronoh,Kenya,02:09:29,,,
Berlin,2016,Men,7,Alfers Lagat,Kenya,02:09:46,,,
Berlin,2016,Men,8,Yohanes Gebregergish,Eritrea,02:09:48,,,
Berlin,2016,Men,9,Jacob Kendagor,Kenya,02:10:01,,,
Berlin,2016,Men,10,Suleiman Simotwo,Kenya,02:10:22,,,
Berlin,2016,Women,1,Aberu Kebede,Ethiopia,2:20:45,,,
Berlin,2016,Women,2,Birhane Dibaba,Ethiopia,2:23:58,,,
Berlin,2016,Women,3,Ruti Aga,Ethiopia,2:24:41,,,
Berlin,2016,Women,4,Reia Iwade,Japan,2:28:16,,,
Berlin,2016,Women,5,Katharina Heinig,Germany,2:28:34,,,
Berlin,2016,Women,6,Janet Ronoh,Kenya,02:29:35,,,
Berlin,2016,Women,7,Dolinin Elena,Israel,02:35:59,,,
Berlin,2016,Women,8,Cassie Fien,Australia,02:37:28,,,
Berlin,2016,Women,9,Claire McCarthy,Ireland,02:38:00,,,
Berlin,2016,Women,10,Gladys Ganiel,Ireland,02:39:10,,,
Boston,2016,Men,1,Lemi Berhanu Hayle,Ethiopia,2:12:45,,,
Boston,2016,Men,2,Lelisa Desisa,Ethiopia,2:13:32,,,
Boston,2016,Men,3,Yemane Tsegay,Ethiopia,2:14:02,,,
Boston,2016,Men,4,Wesley Korir,Kenya,2:14:05,4.0,,
Boston,2016,Men,5,Paul Lonyangata,Kenya,2:15:45,5.0,,
Boston,2016,Men,6,Sammy Kitwara,Kenya,2:16:43,6.0,,
Boston,2016,Men,7,Stephen Chebogut,Kenya,2:16:52,7.0,,
Boston,2016,Men,8,Abdi Nageeye,Netherlands,2:18:05,8.0,,
Boston,2016,Men,9,Getu Feleke,Ethiopia,2:18:46,9.0,,
Boston,2016,Men,10,Zachary Hine,United States,2:21:37,10.0,,
Boston,2016,Women,1,Atsede Baysa,Ethiopia,2:29:19,,,
Boston,2016,Women,2,Tirfi Tsegaye,Ethiopia,2:30:03,,,
Boston,2016,Women,3,Joyce Chepkirui,Kenya,2:30:50,,,
Boston,2016,Women,4,Jeļena Prokopčuka,Latvia,2:32:28,4.0,,
Boston,2016,Women,5,Valentine Kipketer,Kenya,2:33:13,5.0,,
Boston,2016,Women,6,Flomena Cheyech Daniel,Kenya,2:33:40,6.0,,
Boston,2016,Women,7,Bizunesh Deba,Ethiopia,2:33:56,7.0,,
Boston,2016,Women,8,Fate Tola,Ethiopia,2:34:38,8.0,,
Boston,2016,Women,9,Neely Spence Gracey,United States,2:35:00,9.0,,
Boston,2016,Women,10,Mamitu Daska,Ethiopia,2:37:31,10.0,,
Chicago,2016,Men,1,Abel Kirui,Kenya,2:11:23,,,
Chicago,2016,Men,2,Dickson Chumba,Kenya,2:11:26,,,
Chicago,2016,Men,3,Gideon Kipketer,Kenya,2:12:20,,,
Chicago,2016,Men,4,Paul Lonyangata,Kenya,2:13:17,,,
Chicago,2016,Men,5,Stephen Sambu,Kenya,2:13:35,,,
Chicago,2016,Men,6,Abayneh Ayele,Ethiopia,2:13:52,,,
Chicago,2016,Men,7,Takuya Fukatsu,Japan,2:13:53,,,
Chicago,2016,Men,8,Diego Estrada,United States,2:13:56,,,
Chicago,2016,Men,9,Koji Gokaya,Japan,2:14:34,,,
Chicago,2016,Men,10,Elkanah Kibet,United States,2:16:37,,,
Chicago,2016,Women,1,Florence Kiplagat,Kenya,2:21:32,,,
Chicago,2016,Women,2,Edna Kiplagat,Kenya,2:23:28,,,
Chicago,2016,Women,3,Valentine Kipketer,Kenya,2:23:41,,,
Chicago,2016,Women,4,Purity Rionoripo,Kenya,2:24:47,,,
Chicago,2016,Women,5,Yebrgual Melese,Ethiopia,2:24:49,,,
Chicago,2016,Women,6,Atsede Baysa,Ethiopia,2:28:53,,,
Chicago,2016,Women,7,Serena Burla,United States,2:30:40,,,
Chicago,2016,Women,8,Agnieszka Mierzejewska,Poland,2:32:13,,,
Chicago,2016,Women,9,Sarah Crouch,United States,2:33:48,,,
Chicago,2016,Women,10,Alia Gray,United States,2:34:00,,,
London,2016,Men,1,Eliud Kipchoge,Kenya,2:03:05,,,
London,2016,Men,2,Stanley Biwott,Kenya,2:03:51,,,
London,2016,Men,3,Kenenisa Bekele,Ethiopia,2:06:36,,,
London,2016,Men,4,Ghirmay Ghebreslassie,Eritrea,2:07:46,,,
London,2016,Men,5,Wilson Kipsang Kiprotich,Kenya,2:07:52,,,
London,2016,Men,6,Tilahun Regassa,Ethiopia,2:09:47,,,
London,2016,Men,7,Sisay Lemma,Ethiopia,2:10:45,,,
London,2016,Men,8,Callum Hawkins,United Kingdom,2:10:52,,,
London,2016,Men,9,Dennis Kipruto Kimetto,Kenya,2:11:44,,,
London,2016,Men,10,Ghebrezgiabhier Kibrom,Eritrea,2:11:56,,,
London,2016,Men,11,Yuki Sato,Japan,2:12:14,,,
London,2016,Men,12,Tsegai Tewelde,United Kingdom,2:12:23,,,
London,2016,Men,13,Vitaliy Shafar,Ukraine,2:12:36,,,
London,2016,Men,14,Derek Hawkins,United Kingdom,2:12:57,,,
London,2016,Men,15,Serhiy Lebid,Ukraine,2:14:07,,,
London,2016,Men,16,Chris Thompson,United Kingdom,2:15:05,,,
London,2016,Men,17,Matthew Bond,United Kingdom,2:15:32,,,
London,2016,Men,18,Robbie Simpson,United Kingdom,2:15:38,,,
London,2016,Men,19,Lee Merrien,Guernsey,2:16:42,,,
London,2016,Men,20,Sean Hehir,Ireland,2:17:23,,,
London,2016,Men,21,Paul Martelletti,United Kingdom,2:17:30,,,
London,2016,Men,22,Andrew Davies,United Kingdom,2:17:45,,,
London,2016,Men,23,Robyn Watson,Canada,2:18:45,,,
London,2016,Men,24,Thomas Frazer,Ireland,2:19:21,,,
London,2016,Men,25,Aaron Scott,United Kingdom,2:19:22,,,
London,2016,Men,26,Ben Moreau,United Kingdom,2:19:43,,,
London,2016,Men,27,José Antonio Uribe Marino,Mexico,2:20:21,,,
London,2016,Men,28,Stephen Scullion,United Kingdom,2:20:39,,,
London,2016,Men,29,Steve Way,United Kingdom,2:20:54,,,
London,2016,Men,30,Thomas Payn,United Kingdom,2:21:25,,,
London,2016,Men,31,Boniface Toroitich Kiprop,Kenya,,,,
London,2016,Men,32,Gideon Kipketer,Kenya,,,,
London,2016,Men,33,Wilfred Kirwa Kigen,Kenya,,,,
London,2016,Men,34,Kevin Kipruto Kochei,Kenya,,,,
London,2016,Men,35,Ezrah Kiprotich Sang,Kenya,,,,
London,2016,Men,36,Cosmas Lagat,Kenya,,,,
London,2016,Men,37,Gervais Hakizimana,Rwanda,,,,
London,2016,Men,38,Samuel Tsegay,Eritrea,,,,
London,2016,Men,39,Amanuel Mesel,Eritrea,,,,
London,2016,Men,40,Arne Gabius,Germany,,,,
London,2016,Men,41,Marcin Chabowski,Poland,,,,
London,2016,Men,42,Scott Overall,United Kingdom,,,,
London,2016,Women,1,Jemima Sumgong,Kenya,2:22:58,,,
London,2016,Women,2,Tigist Tufa,Ethiopia,2:23:03,,,
London,2016,Women,3,Florence Kiplagat,Kenya,2:23:39,,,
London,2016,Women,4,Volha Mazuronak,Belarus,2:23:54,,,
London,2016,Women,5,Aselefech Mergia,Ethiopia,2:23:57,,,
London,2016,Women,6,Mare Dibaba,Ethiopia,2:24:09,,,
London,2016,Women,7,Feyse Tadese,Ethiopia,2:25:03,,,
London,2016,Women,8,Priscah Jeptoo,Kenya,2:27:27,,,
London,2016,Women,9,Mary Jepkosgei Keitany,Kenya,2:28:30,,,
London,2016,Women,10,Jéssica Augusto,Portugal,2:28:53,,,
London,2016,Women,11,Katarzyna Kowalska,Poland,2:29:47,,,
London,2016,Women,12,Sara Hall,United States,2:30:06,,,
London,2016,Women,13,Alyson Dixon,United Kingdom,2:31:52,,,
London,2016,Women,14,Sonia Samuels,United Kingdom,2:32:00,,,
London,2016,Women,15,Irvette van Zyl,South Africa,2:32:20,,,
London,2016,Women,16,Charlotte Purdue,United Kingdom,2:32:48,,,
London,2016,Women,17,Tracy Barlow†,United Kingdom,2:33:25,,,
London,2016,Women,18,Cassie Fien,Australia,2:33:36,,,
London,2016,Women,19,Christina Muir†,United Kingdom,2:37:42,,,
London,2016,Women,20,Freya Murray,United Kingdom,2:37:52,,,
London,2016,Women,21,Hayley Munn†,United Kingdom,2:38:13,,,
London,2016,Women,22,Georgie Bruinvels†,United Kingdom,2:38:20,,,
London,2016,Women,23,René Kalmer,South Africa,2:39:44,,,
London,2016,Women,24,Polline Wanjiku,Kenya,,,,
London,2016,Women,25,Angela Tanui,Kenya,,,,
London,2016,Women,26,Helah Kiprop,Kenya,,,,
London,2016,Women,27,Charlotte Arter,United Kingdom,,,,
London,2016,Women,28,Caryl Jones,United Kingdom,,,,
New,2016,Men,1,Ghirmay Ghebreslassie,Eritrea,2:07:51,,,
New,2016,Men,2,Lucas Rotich,Kenya,2:08:53,,,
New,2016,Men,3,Abdihakem Abdirahman,United States,2:11:23,,,
New,2016,Men,4,Hiroyuki Yamamoto,Japan,2:11:49,,,
